UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
230621,200,200,200,0,63,1,20,2,1,1,3,10,3,0,72,11,200,21,11,168,0,200,21,11,168,0,0,0,0,0,0,63,1,20,2,1,1,3,10,3,0,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0,0,95,5,0,0,0,100,0,0,100,0,,,
230630,125,125,125,0,65,1,15,2,2,0,2,13,2,0,49,8,125,10,2,113,0,125,10,2,113,0,0,0,0,0,0,65,1,15,2,2,0,2,13,2,0,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,100,0,0,0,0,100,0,0,100,0,,,
230676,1213,514,160,1053,85,0,7,1,0,0,7,0,0,0,32,5,1213,128,0,139,946,160,58,0,82,20,1053,70,0,57,926,85,0,7,1,0,0,7,0,0,0,32,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,126,2,0,0,98,2,0,0,0,0,100,0,0,100,,,
230728,27932,22218,18490,9442,83,1,6,2,1,0,2,2,4,2,54,16,24880,4429,1402,15827,3222,17393,4086,978,12219,110,7487,343,424,3608,3112,83,1,6,1,1,0,2,2,4,1,54,3052,1097,1955,79,1,5,3,3,0,1,2,3,7,55,6766,4342,2424,2821,2061,760,3945,2281,1664,12,71,17,0,3101,1224,32,72,70,28,1,2,18,32,50,16,34,50,33,16,52
230737,39931,27701,19451,20480,79,1,11,2,1,1,1,3,1,2,47,9,39397,4803,2784,20691,11119,19261,3601,1802,12915,943,20136,1202,982,7776,10176,79,1,12,2,1,1,1,3,1,2,47,534,190,344,82,1,8,2,1,1,0,2,2,2,42,9478,9006,472,4290,4141,149,5188,4865,323,25,52,23,0,3838,823,52,90,80,17,1,2,8,24,69,8,24,68,13,0,87
230746,29156,14768,7496,21660,66,2,20,5,4,1,1,4,2,1,53,6,29156,3921,2269,14593,8373,7496,1852,873,4115,656,21660,2069,1396,10478,7717,66,2,20,5,4,1,1,4,2,1,53,0,0,0,,,,,,,,,,,,8815,8815,0,1768,1768,0,7047,7047,0,22,47,30,1,3800,64,52,5,97,2,1,0,12,18,70,12,18,70,,,
230764,33023,28077,24865,8158,66,1,11,6,6,0,0,5,3,7,47,16,24743,4256,1630,17510,1347,18499,3987,1183,12960,369,6244,269,447,4550,978,67,1,13,6,6,0,0,6,2,4,47,8280,6366,1914,63,1,7,5,5,0,0,3,5,15,47,11714,5095,6619,7042,2218,4824,4672,2877,1795,2,77,21,1,2577,1229,152,298,61,29,4,7,4,30,66,5,36,59,4,11,85
230782,28247,18403,11774,16473,75,1,11,2,2,1,0,3,5,1,55,9,27465,3317,1323,12585,10240,11444,2515,727,7359,843,16021,802,596,5226,9397,75,1,11,2,2,1,0,3,5,1,55,782,330,452,56,0,4,1,1,0,1,1,34,2,56,7187,6478,709,2875,2591,284,4312,3887,425,34,42,24,0,2984,302,29,2,90,9,1,0,10,24,65,10,25,65,10,10,81
230807,2477,2306,2199,278,69,2,12,4,3,0,1,4,3,4,60,22,1968,438,161,1347,22,1865,435,145,1278,7,103,3,16,69,15,70,2,12,3,3,0,1,5,3,4,60,509,334,175,68,2,11,6,6,1,1,3,5,5,59,749,284,465,520,218,302,229,66,163,1,85,14,0,267,158,13,0,61,36,3,0,0,5,95,0,4,96,0,13,87
230816,811,792,780,31,60,4,9,2,2,0,0,3,6,15,65,27,735,202,13,505,15,704,198,13,485,8,31,4,0,20,7,59,4,10,1,1,0,0,3,6,17,64,76,76,0,79,7,1,5,5,0,0,1,7,0,71,103,32,71,81,10,71,22,22,0,2,94,4,0,7,152,43,0,3,75,21,0,0,9,91,0,0,100,0,95,5
230834,2196,1891,1703,493,80,3,2,1,1,0,0,3,7,3,56,22,1892,424,158,1192,118,1668,423,134,1071,40,224,1,24,121,78,79,3,3,1,1,0,0,3,7,3,53,304,35,269,87,2,2,0,0,0,0,1,6,3,74,431,157,274,120,87,33,311,70,241,5,86,8,0,230,179,15,0,54,42,4,0,2,2,96,1,2,97,13,1,86
230852,4531,3336,2575,1956,66,9,9,4,3,0,0,3,9,0,43,14,3800,538,240,2908,114,2488,536,141,1805,6,1312,2,99,1103,108,67,8,9,3,3,0,0,3,9,0,41,731,87,644,62,13,7,5,5,0,1,2,10,0,54,,,,,,,,,,,,,,101,432,5,0,19,80,1,0,52,0,47,44,0,56,97,1,2
230861,5378,2316,768,4610,80,2,3,2,2,0,1,6,3,2,68,4,5378,740,319,2353,1966,768,194,86,326,162,4610,546,233,2027,1804,80,2,3,2,2,0,1,6,3,2,68,0,0,0,,,,,,,,,,,,2200,2200,0,176,176,0,2024,2024,0,15,43,41,0,706,30,4,0,95,4,1,0,32,12,56,32,12,56,,,
230889,448,423,408,40,55,6,2,2,2,0,4,6,25,0,72,3,188,5,48,127,8,170,5,46,111,8,18,0,2,16,0,48,8,2,2,2,0,6,9,24,1,73,260,238,22,60,5,1,2,2,0,2,5,26,0,72,,,,,,,,,,,,,,2,3,0,0,40,60,0,0,0,0,100,0,0,100,0,0,100
230898,701,689,681,20,72,4,5,1,1,0,1,2,15,1,61,26,442,115,35,275,17,422,115,35,272,0,20,0,0,3,17,68,5,5,2,2,0,1,2,16,1,57,259,259,0,78,1,5,0,0,0,1,2,13,0,70,,,,,,,,,,,,,,15,90,5,5,13,78,4,4,40,0,60,5,0,95,100,0,0
230913,2590,2060,1717,873,81,4,3,1,1,0,1,4,6,1,59,17,2291,418,215,1466,192,1647,399,131,1030,87,644,19,84,436,105,81,4,4,1,1,0,1,4,5,0,56,299,70,229,80,2,2,1,1,0,1,2,11,1,79,809,541,268,225,162,63,584,379,205,6,71,24,0,267,149,2,0,64,36,0,0,16,5,79,18,5,77,0,0,100
230940,142,141,140,2,73,4,2,3,3,0,0,2,13,2,56,27,142,38,7,95,2,140,38,7,94,1,2,0,0,1,1,73,4,2,3,3,0,0,2,13,2,56,0,0,0,,,,,,,,,,,,23,23,0,23,23,0,0,0,0,0,84,16,0,5,32,1,0,13,84,3,0,0,0,100,0,0,100,,,
230959,2611,2574,2551,60,62,4,10,7,7,0,0,5,2,11,54,24,2564,628,6,1916,14,2551,628,6,1903,14,13,0,0,13,0,62,4,10,7,7,0,0,5,2,10,53,47,0,47,66,0,0,0,0,0,0,0,13,21,83,50,5,45,5,5,0,45,0,45,1,99,0,0,25,534,7,62,4,85,1,10,0,0,100,0,0,100,0,0,100
230977,73,70,68,5,60,11,5,3,3,0,1,3,14,3,51,32,73,23,9,41,0,68,23,9,36,0,5,0,0,5,0,60,11,5,3,3,0,1,3,14,3,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,21,0,0,9,91,0,0,12,0,88,12,0,88,,,
230995,3986,3593,3340,646,72,5,9,3,3,0,1,4,4,2,26,21,3182,682,188,2250,62,2581,677,64,1809,31,601,5,124,441,31,72,4,10,3,3,0,1,4,4,2,24,804,759,45,72,7,8,4,3,0,0,3,6,0,31,,,,,,,,,,,,,,82,566,34,0,12,83,5,0,37,0,63,21,0,79,99,0,1
231004,39,39,39,0,90,0,5,0,0,0,0,0,5,0,87,13,39,5,0,34,0,39,5,0,34,0,0,0,0,0,0,90,0,5,0,0,0,0,0,5,0,87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
231059,1950,1811,1725,225,81,2,5,2,2,0,0,2,3,5,57,26,1694,449,29,1177,39,1669,448,29,1165,27,25,1,0,12,12,81,2,6,2,2,0,0,2,3,4,54,256,56,200,78,2,1,1,1,0,0,3,9,7,78,,,,,,,,,,,,,,55,384,9,1,12,86,2,0,0,2,97,0,2,97,2,2,96
231068,146,62,10,136,59,5,5,2,2,0,0,3,6,19,66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,146,10,136,59,5,5,2,2,0,0,3,6,19,66,,,,,,,,,,,,,,,,,,,,,,75,9,16,,,,75,9,16
231077,227,180,151,76,70,17,9,1,1,0,0,0,2,0,66,16,152,25,15,103,9,126,24,12,90,0,26,1,3,13,9,61,24,12,1,1,0,1,0,2,0,60,75,25,50,89,4,4,0,0,0,0,0,3,0,77,84,21,63,24,9,15,60,12,48,4,82,14,0,17,8,0,0,68,32,0,0,0,0,100,0,0,100,0,0,100
231086,351,332,320,31,59,7,11,1,1,0,1,2,19,0,68,23,351,80,47,214,10,320,79,40,201,0,31,1,7,13,10,59,7,11,1,1,0,1,2,19,0,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,27,53,0,0,34,66,0,0,3,23,74,3,23,74,,,
231095,136,120,109,27,74,0,4,2,2,0,0,1,15,3,48,14,136,20,15,72,29,109,19,15,68,7,27,1,0,4,22,74,0,4,2,2,0,0,1,15,3,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9,7,0,4,45,35,0,20,0,0,100,0,0,100,,,
231147,666,627,603,63,64,8,6,4,3,1,0,2,11,4,57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,666,603,63,64,8,6,4,3,1,0,2,11,4,57,,,,,,,,,,,,,,,,,,,,,,16,17,67,,,,16,17,67
231165,1638,1250,988,650,74,2,2,1,1,0,0,17,3,2,48,14,1632,230,315,805,282,987,222,238,453,74,645,8,77,352,208,74,2,2,1,1,0,0,17,3,2,48,6,1,5,67,0,0,0,0,0,0,33,0,0,17,613,608,5,237,236,1,376,372,4,9,53,37,0,180,49,0,1,78,21,0,0,9,15,76,9,16,76,0,0,100
231174,13395,12504,11941,1454,79,2,4,3,3,0,0,3,3,6,59,22,11328,2531,448,7633,716,10434,2512,425,7325,172,894,19,23,308,544,80,1,4,3,3,0,0,3,3,6,59,2067,1507,560,72,3,6,5,5,0,0,3,6,7,60,1987,544,1443,1129,167,962,858,377,481,2,93,5,0,561,1922,26,22,22,76,1,1,2,11,86,1,13,86,7,5,89
231280,89,70,58,31,83,11,2,0,0,0,0,3,0,0,92,56,89,77,0,12,0,58,50,0,8,0,31,27,0,4,0,83,11,2,0,0,0,0,3,0,0,92,0,0,0,,,,,,,,,,,,11,11,0,9,9,0,2,2,0,1,86,13,0,8,2,0,67,10,3,0,87,0,0,100,0,0,100,,,
231411,609,609,609,0,46,40,7,2,2,0,1,1,2,0,6,35,609,216,27,366,0,609,216,27,366,0,0,0,0,0,0,46,40,7,2,2,0,1,1,2,0,6,0,0,0,,,,,,,,,,,,330,330,0,330,330,0,0,0,0,0,44,54,1,181,34,0,1,84,16,0,0,0,0,100,0,0,100,,,
231420,961,942,930,31,57,29,4,1,1,0,0,4,0,6,43,30,961,291,64,588,18,930,291,63,576,0,31,0,1,12,18,57,29,4,1,1,0,0,4,0,6,43,0,0,0,,,,,,,,,,,,56,56,0,44,44,0,12,12,0,1,92,6,1,129,137,25,0,44,47,9,0,0,23,76,0,23,76,,,
231536,4099,2167,1191,2908,74,5,12,2,2,0,0,4,1,1,59,12,4099,822,209,1899,1169,1191,476,98,557,60,2908,346,111,1342,1109,74,5,12,2,2,0,0,4,1,1,59,0,0,0,,,,,,,,,,,,839,839,0,127,127,0,712,712,0,26,54,20,0,791,9,9,13,96,1,1,2,12,25,63,12,25,63,,,
231554,1156,1066,1008,148,61,21,5,3,3,0,0,3,4,2,53,23,947,222,122,543,60,822,220,113,480,9,125,2,9,63,51,62,23,4,0,0,0,0,3,3,3,50,209,186,23,58,12,6,16,16,0,0,1,6,0,65,,,,,,,,,,,,,,126,93,0,3,57,42,0,1,43,30,28,44,36,20,39,0,61
231581,1857,1853,1850,7,64,17,7,1,1,0,0,5,3,2,56,32,1839,590,35,1205,9,1832,590,35,1201,6,7,0,0,4,3,65,16,7,1,1,0,0,5,3,2,56,18,18,0,22,39,11,0,0,0,0,11,17,0,61,19,18,1,16,15,1,3,3,0,0,99,1,0,450,131,9,0,76,22,2,0,0,0,100,0,0,100,0,0,100
231624,8817,8290,7986,831,60,7,8,7,6,0,0,4,5,8,56,24,6377,1545,175,4629,28,6300,1545,171,4581,3,77,0,4,48,25,59,7,9,8,8,0,0,5,6,6,58,2440,1686,754,64,8,5,4,4,0,0,3,3,13,52,1730,77,1653,991,57,934,739,20,719,1,97,1,0,952,481,91,21,62,31,6,1,4,0,96,0,0,100,15,0,85
231651,9889,6042,3628,6261,51,32,7,2,2,0,1,4,1,2,62,8,4353,465,887,2809,192,2355,334,396,1623,2,1998,131,491,1186,190,56,26,9,2,1,0,1,5,1,1,62,5536,1273,4263,48,36,6,2,2,0,0,3,1,3,63,,,,,,,,,,,,,,204,237,2,22,44,51,0,5,78,13,9,70,17,13,84,10,6
231688,20,16,14,6,60,35,5,0,0,0,0,0,0,0,85,5,20,3,0,17,0,14,1,0,13,0,6,2,0,4,0,60,35,5,0,0,0,0,0,0,0,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
231697,4047,2241,1328,2719,71,17,4,2,2,0,0,4,1,0,55,10,4047,696,176,1479,1696,1328,385,61,446,436,2719,311,115,1033,1260,71,17,4,2,2,0,0,4,1,0,55,0,0,0,,,,,,,,,,,,922,922,0,166,166,0,756,756,0,34,43,23,0,684,2,5,5,98,0,1,1,12,21,67,12,21,67,,,
231712,4957,4904,4869,88,75,6,6,3,3,0,0,6,3,0,56,25,4857,1228,142,3483,4,4789,1228,141,3420,0,68,0,1,63,4,75,7,6,3,3,0,0,5,3,0,56,100,80,20,84,2,5,0,0,0,1,7,0,1,69,76,61,15,61,55,6,15,6,9,0,98,1,0,1108,96,3,21,90,8,0,2,0,0,100,0,0,100,0,0,100
231721,20,8,0,20,20,80,0,0,0,0,0,0,0,0,95,0,20,4,0,16,0,0,0,0,0,0,20,4,0,16,0,20,80,0,0,0,0,0,0,0,0,95,0,0,0,,,,,,,,,,,,11,11,0,0,0,0,11,11,0,0,45,55,0,3,0,0,1,75,0,0,25,0,0,100,0,0,100,,,
231785,529,440,382,147,24,62,4,2,1,1,1,6,0,0,72,16,529,88,115,323,3,382,85,84,212,1,147,3,31,111,2,24,62,4,2,1,1,1,6,0,0,72,0,0,0,,,,,,,,,,,,284,284,0,164,164,0,120,120,0,1,45,54,0,72,13,1,2,82,15,1,2,3,24,73,3,24,73,,,
231828,741,528,390,351,25,60,5,2,2,0,1,6,1,0,89,4,741,33,146,473,89,390,30,105,255,0,351,3,41,218,89,25,60,5,2,2,0,1,6,1,0,89,0,0,0,,,,,,,,,,,,475,475,0,247,247,0,228,228,0,7,29,64,0,33,0,0,0,100,0,0,0,5,41,54,5,41,54,,,
231837,1128,957,849,279,70,8,4,2,2,0,0,3,13,0,80,8,776,66,197,511,2,615,63,142,410,0,161,3,55,101,2,79,9,5,2,2,0,0,3,2,0,81,352,234,118,49,7,3,2,2,0,0,3,36,0,80,,,,,,,,,,,,,,62,4,0,0,94,6,0,0,27,44,28,22,53,25,40,25,36
231873,981,598,405,576,89,3,3,0,0,0,1,4,1,0,62,15,981,179,45,338,419,405,148,19,176,62,576,31,26,162,357,89,3,3,0,0,0,1,4,1,0,62,0,0,0,,,,,,,,,,,,161,161,0,57,57,0,104,104,0,41,43,16,0,165,11,0,3,92,6,0,2,10,31,59,10,31,59,,,
231882,2828,1605,987,1841,63,26,4,1,1,0,0,4,1,1,56,12,2828,494,68,1019,1247,987,345,32,473,137,1841,149,36,546,1110,63,26,4,1,1,0,0,4,1,1,56,0,0,0,,,,,,,,,,,,618,618,0,184,184,0,434,434,0,39,39,22,0,483,4,0,7,98,1,0,1,5,20,75,5,20,75,,,
231970,1303,1214,1164,139,57,12,3,17,17,0,1,4,5,0,59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1303,1164,139,57,12,3,17,17,0,1,4,5,0,59,,,,,,,,,,,,,,,,,,,,,,11,7,82,,,,11,7,82
232016,102,83,70,32,29,50,8,4,1,3,0,8,1,0,85,12,102,12,0,90,0,70,12,0,58,0,32,0,0,32,0,29,50,8,4,1,3,0,8,1,0,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,92,0,0,8,0,0,100,0,0,100,,,
232025,1246,1230,1219,27,67,7,3,1,1,0,0,3,18,1,56,27,979,268,48,648,15,956,268,48,637,3,23,0,0,11,12,77,8,4,1,1,0,0,4,4,1,53,267,263,4,28,0,1,1,1,0,0,0,69,0,70,140,16,124,136,14,122,4,2,2,1,97,2,0,151,116,1,0,56,43,0,0,0,2,98,0,2,98,0,0,100
232043,1444,1156,975,469,70,8,6,3,3,0,0,3,5,5,66,19,1040,200,85,745,10,849,200,47,601,1,191,0,38,144,9,69,9,7,3,3,0,0,4,4,4,64,404,126,278,72,7,3,2,2,0,0,1,7,7,71,595,246,349,155,74,81,440,172,268,1,75,24,0,125,68,7,0,63,34,4,0,17,9,74,11,8,82,33,13,54
232052,654,315,144,510,52,26,15,1,1,0,0,4,1,1,61,9,654,111,12,277,254,144,57,3,62,22,510,54,9,215,232,52,26,15,1,1,0,0,4,1,1,61,0,0,0,,,,,,,,,,,,127,127,0,19,19,0,108,108,0,37,43,19,1,105,1,1,4,95,1,1,4,3,18,79,3,18,79,,,
232089,1124,1112,1104,20,51,33,5,1,1,0,1,6,2,1,44,37,1124,416,38,667,3,1104,416,37,648,3,20,0,1,19,0,51,33,5,1,1,0,1,6,2,1,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,314,97,5,0,75,23,1,0,0,10,90,0,10,90,,,
232186,37316,30116,25710,11606,43,11,13,17,17,0,0,4,4,9,53,14,26192,3711,2848,18949,684,21213,3664,2213,15098,238,4979,47,635,3851,446,39,11,15,20,20,0,0,5,3,6,50,11124,4497,6627,53,10,7,10,9,0,0,2,4,14,60,13735,5058,8677,5327,2488,2839,8408,2570,5838,1,80,19,0,2870,658,70,113,77,18,2,3,6,28,66,3,35,62,13,12,74
232195,7207,3880,2199,5008,61,14,12,3,3,0,0,7,1,1,61,11,7207,1360,333,3395,2119,2199,799,142,1069,189,5008,561,191,2326,1930,61,14,12,3,3,0,0,7,1,1,61,0,0,0,,,,,,,,,,,,1524,1524,0,282,282,0,1242,1242,0,25,54,21,0,1298,14,9,39,95,1,1,3,12,25,63,12,25,63,,,
232256,1072,1071,1070,2,86,5,4,1,1,0,0,3,1,0,0,32,1072,343,11,718,0,1070,343,11,716,0,2,0,0,2,0,86,5,4,1,1,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,4,4,0,4,4,0,0,0,0,0,100,0,0,251,87,0,5,73,25,0,1,0,0,100,0,0,100,,,
232265,4321,4155,4050,271,3,93,1,1,1,0,0,0,0,1,67,25,3672,922,106,2633,11,3510,910,81,2514,5,162,12,25,119,6,1,96,1,0,0,0,0,0,0,1,66,649,540,109,12,80,2,3,3,0,1,0,0,2,71,,,,,,,,,,,,,,197,720,4,1,21,78,0,0,5,2,93,3,2,95,16,0,84
232308,805,751,718,87,66,9,6,2,2,0,1,6,4,6,97,29,676,199,23,444,10,666,199,23,436,8,10,0,0,8,2,63,10,7,2,2,0,1,7,3,7,100,129,52,77,78,5,2,2,2,0,1,2,8,3,81,,,,,,,,,,,,,,81,94,18,6,41,47,9,3,4,6,90,0,0,100,24,40,36
232414,8737,4563,2453,6284,48,31,7,6,6,0,0,4,1,1,60,6,8737,1240,592,4921,1984,2453,542,181,1252,478,6284,698,411,3669,1506,48,31,7,6,6,0,0,4,1,1,60,0,0,0,,,,,,,,,,,,3218,3218,0,528,528,0,2690,2690,0,15,48,37,0,1173,8,43,16,95,1,3,1,18,25,57,18,25,57,,,
232423,21751,20622,19914,1837,75,5,7,4,4,0,0,4,2,2,59,23,19923,4541,739,14399,244,18881,4540,669,13612,60,1042,1,70,787,184,75,5,7,5,5,0,0,5,2,2,58,1828,1033,795,77,6,4,3,3,0,0,3,5,3,70,,,,,,,,,,,,,,3301,1181,56,3,73,26,1,0,3,5,92,1,5,94,17,9,74
232450,10144,5021,2431,7713,58,22,10,3,3,0,0,5,1,1,57,8,10144,1468,476,4182,4018,2431,817,201,1238,175,7713,651,275,2944,3843,58,22,10,3,3,0,0,5,1,1,57,0,0,0,,,,,,,,,,,,2347,2347,0,351,351,0,1996,1996,0,31,46,23,0,1411,11,6,40,96,1,0,3,14,20,67,14,20,67,,,
232557,79152,56276,41809,37343,48,15,5,2,1,0,1,2,26,1,59,8,45935,4661,4747,35962,565,27401,3645,2530,21193,33,18534,1016,2217,14769,532,52,11,6,2,1,0,1,2,26,1,58,33217,14408,18809,43,20,5,2,2,0,0,2,27,1,60,53685,24560,29125,22076,10145,11931,31609,14415,17194,0,45,54,1,1179,3307,60,115,25,71,1,2,81,9,10,71,14,15,95,1,4
232566,4911,4306,3929,982,74,10,5,1,1,0,0,4,4,1,70,23,4324,1007,195,2826,296,3793,1003,187,2591,12,531,4,8,235,284,74,10,6,1,1,0,0,4,4,2,68,587,136,451,76,15,4,0,0,0,0,2,4,0,87,709,259,450,118,90,28,591,169,422,1,93,6,0,951,38,0,18,94,4,0,2,6,3,91,6,2,92,9,4,87
232575,6798,3589,1967,4831,77,4,10,2,2,0,0,4,2,1,61,9,6798,1160,245,2524,2869,1967,637,79,687,564,4831,523,166,1837,2305,77,4,10,2,2,0,0,4,2,1,61,0,0,0,,,,,,,,,,,,1231,1231,0,137,137,0,1094,1094,0,39,42,18,0,1089,22,13,36,94,2,1,3,14,26,60,14,26,60,,,
232609,3081,2693,2450,631,69,11,5,2,2,0,0,3,9,2,63,26,2086,538,73,1375,100,1930,534,70,1323,3,156,4,3,52,97,74,11,5,1,1,0,0,3,4,1,61,995,520,475,57,11,5,3,3,0,0,2,20,2,67,,,,,,,,,,,,,,361,147,1,29,67,27,0,5,16,6,78,4,5,91,43,6,51
232618,369,181,59,310,86,13,0,1,1,0,0,0,0,0,93,3,369,12,67,290,0,59,12,14,33,0,310,0,53,257,0,86,13,0,1,1,0,0,0,0,0,93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,100,0,0,0,5,0,95,5,0,95,,,
232672,1902,1578,1371,531,60,18,7,2,2,0,1,4,8,1,85,28,1327,371,156,721,79,960,369,104,466,21,367,2,52,255,58,53,23,9,1,1,0,1,5,8,1,86,575,411,164,76,7,3,3,3,1,0,1,9,0,83,724,399,325,309,131,178,415,268,147,14,55,30,0,200,169,0,2,54,46,0,1,37,18,46,39,22,39,31,8,61
232681,4727,4281,3994,733,69,7,10,4,4,0,0,6,3,1,65,21,4410,932,325,3114,39,3876,920,253,2691,12,534,12,72,423,27,68,8,10,4,4,0,0,6,3,1,64,317,118,199,78,7,6,3,3,0,1,2,3,0,68,651,447,204,232,190,42,419,257,162,0,90,10,0,831,91,3,7,89,10,0,1,2,8,90,2,6,91,3,31,66
232706,3418,2968,2686,732,40,14,15,8,8,0,0,3,4,14,67,18,2287,422,160,1661,44,2070,414,140,1511,5,217,8,20,150,39,34,14,18,8,8,0,0,3,5,17,64,1131,616,515,53,13,9,8,8,0,0,3,4,9,73,1228,424,804,693,340,353,535,84,451,2,79,19,0,199,187,36,0,47,44,9,0,3,13,85,0,13,86,7,12,81
232724,12,12,12,0,92,8,0,0,0,0,0,0,0,0,92,0,12,0,0,12,0,12,0,0,12,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,100,,,
232788,2506,1468,944,1562,95,1,1,0,0,0,0,2,0,0,60,11,2506,372,91,939,1104,944,272,51,439,182,1562,100,40,500,922,95,1,1,0,0,0,0,2,0,0,60,0,0,0,,,,,,,,,,,,663,663,0,220,220,0,443,443,0,34,39,26,1,367,4,1,0,99,1,0,0,20,33,47,20,33,47,,,
232797,1072,725,501,571,38,31,4,1,1,0,0,2,23,1,88,9,1020,151,124,743,2,462,92,59,311,0,558,59,65,432,2,39,31,3,0,0,0,0,2,24,1,89,52,39,13,27,25,17,8,8,0,0,8,15,0,62,,,,,,,,,,,,,,52,99,0,0,34,66,0,0,32,52,17,31,52,18,54,46,0
232867,4419,2582,1653,2766,83,4,3,3,2,0,0,4,1,2,49,13,4419,703,149,1456,2111,1653,553,84,684,332,2766,150,65,772,1779,83,4,3,3,2,0,0,4,1,2,49,0,0,0,,,,,,,,,,,,750,750,0,216,216,0,534,534,0,36,47,17,0,673,7,8,15,96,1,1,2,19,28,53,19,28,53,,,
232885,386,306,254,132,68,8,3,9,8,1,0,7,4,0,91,0,372,0,48,324,0,244,0,31,213,0,128,0,17,111,0,69,8,3,9,8,1,0,6,5,0,91,14,10,4,57,7,0,7,7,0,0,29,0,0,93,264,254,10,141,135,6,123,119,4,0,32,68,0,,,,,,,,,34,66,0,34,66,0,29,71,0
232919,371,337,314,57,22,60,4,1,1,1,1,6,6,0,8,15,371,54,0,317,0,314,54,0,260,0,57,0,0,57,0,22,60,4,1,1,1,1,6,6,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,52,2,0,0,96,4,0,0,0,0,100,0,0,100,,,
232937,5204,4781,4507,697,4,84,4,1,1,0,0,5,2,1,65,23,4660,1100,380,3156,24,4133,1067,324,2742,0,527,33,56,414,24,3,85,4,1,1,0,0,5,1,0,65,544,374,170,7,76,2,3,3,0,0,3,5,4,67,,,,,,,,,,,,,,751,344,2,3,68,31,0,0,5,57,38,3,59,37,15,44,41
232946,50929,28198,16709,34220,37,15,22,16,15,0,0,5,2,3,52,11,50929,8799,1720,28017,12393,16709,5667,681,9946,415,34220,3132,1039,18071,11978,37,15,22,16,15,0,0,5,2,3,52,0,0,0,,,,,,,,,,,,13558,13558,0,2762,2762,0,10796,10796,0,18,55,27,1,7941,139,411,308,90,2,5,4,11,14,76,11,14,76,,,
232982,24176,19526,16605,7571,47,28,8,5,4,0,0,6,3,3,56,16,19372,3176,1911,14107,178,15003,3150,1330,10501,22,4369,26,581,3606,156,44,31,9,5,5,0,0,7,3,1,55,4804,1602,3202,60,15,5,4,4,0,0,4,3,10,60,8915,5009,3906,3205,2188,1017,5710,2821,2889,2,72,26,0,2805,281,22,68,88,9,1,2,25,26,49,19,30,51,47,13,40
233019,2266,1547,1183,1083,64,20,8,1,1,0,0,4,1,1,60,18,2266,502,97,964,703,1183,403,49,445,286,1083,99,48,519,417,64,20,8,1,1,0,0,4,1,1,60,0,0,0,,,,,,,,,,,,473,473,0,154,154,0,319,319,0,30,49,21,0,478,7,14,3,95,1,3,1,19,48,32,19,48,32,,,
